id,split,semantic_id,pattern_id,group_tag,role,text,semantic_same_ids,tfidf_top1_id,tfidf_top2_id,tfidf_top3_id,tfidf_top4_id,tfidf_top5_id,tfidf_top6_id,tfidf_top7_id,tfidf_top8_id,tfidf_top9_id,tfidf_top10_id,tfidf_top11_id,tfidf_top12_id,bm25_top1_id,bm25_top2_id,bm25_top3_id,bm25_top4_id,bm25_top5_id,bm25_top6_id,bm25_top7_id,bm25_top8_id,bm25_top9_id,bm25_top10_id,bm25_top11_id,bm25_top12_id,jaccard_top1_id,jaccard_top2_id,jaccard_top3_id,jaccard_top4_id,jaccard_top5_id,jaccard_top6_id,jaccard_top7_id,jaccard_top8_id,jaccard_top9_id,jaccard_top10_id,jaccard_top11_id,jaccard_top12_id,tfidf_top_ids,bm25_top_ids,jaccard_top_ids,overlap2_3metrics_ids,overlap2_3metrics_count,overlap3_3metrics_ids,overlap3_3metrics_count,text_len_char,text_len_word,tf_idf_tops,jaccard_tops,bm25_tops,overlap2,overlap3,U2,U3,nvidia/llama-embed-nemotron-8b,neighbors_union,neighbors_union_count,qwen3-4b,qwen3-8b
518,train,sem_seed_learn_going_to,learn:going_to,singleton,single-seed,She is going to review music.,,364,789.0,193.0,745.0,235.0,96.0,260.0,42.0,36.0,3.0,427.0,876.0,36,876,364,397,745.0,427.0,260.0,3.0,96.0,560.0,656.0,42.0,876,364.0,36.0,427.0,397.0,745.0,560.0,260.0,656.0,301.0,42.0,703.0,364;789;193;745;235;96;260;42;36;3;427;876,36;876;364;397;745;427;260;3;96;560;656;42,876;364;36;427;397;745;560;260;656;301;42;703,3;36;42;96;260;364;397;427;560;656;745;876,12,36;42;260;364;427;745;876,7,29,6,364;789;193;235;96;260;745;42;3;36;427;615,36;364;876;397;427;745;260;560;42;301;615;619,364;260;36;876;397;560;427;745;235;193;789;3,3;36;42;193;235;260;364;397;427;560;615;745;789;876,36;260;364;427;745,3;36;42;193;235;260;364;397;427;560;615;745;789;876,36;260;364;427;745,364;260,235;260;364;672;789,5,364;672;235;789,364;672;235;789
519,train,sem_seed_learn_future_will,learn:future_will,singleton,single-seed,She will learn a novel.,,871,374.0,854.0,499.0,361.0,923.0,540.0,27.0,771.0,263.0,626.0,997.0,361,374,871,854,499.0,923.0,263.0,771.0,626.0,540.0,27.0,422.0,361,949.0,321.0,336.0,374.0,515.0,263.0,871.0,737.0,771.0,923.0,423.0,871;374;854;499;361;923;540;27;771;263;626;997,361;374;871;854;499;923;263;771;626;540;27;422,361;949;321;336;374;515;263;871;737;771;923;423,27;263;361;374;499;540;626;771;854;871;923,11,263;361;374;771;871;923,6,23,5,374;871;854;499;361;923;540;27;771;263;997;394,361;263;321;336;374;515;737;771;871;949;27;423,361;871;374;923;854;499;263;771;540;27;626;321,27;263;321;361;374;499;540;771;854;871;923,27;263;361;374;771;871,27;263;321;361;374;499;540;771;854;871;923,27;263;361;374;771;871,361;871;687;949;660,27;321;361;374;660;687;814;854;871;949,10,374;854;871;814;321;660;361;27;949,374;854;871;814;321;660;361;27;949
520,train,sem_0091,eat:decl,para3,base,I order dinner.,84;493,268,157.0,976.0,663.0,84.0,18.0,228.0,883.0,625.0,686.0,937.0,211.0,663,84,18,976,157.0,268.0,228.0,883.0,625.0,570.0,253.0,800.0,84,663.0,976.0,157.0,18.0,268.0,570.0,253.0,800.0,565.0,491.0,481.0,268;157;976;663;84;18;228;883;625;686;937;211,663;84;18;976;157;268;228;883;625;570;253;800,84;663;976;157;18;268;570;253;800;565;491;481,18;84;157;228;253;268;570;625;663;800;883;976,12,18;84;157;268;663;976,6,15,3,157;268;976;663;84;18;228;883;625;686;937;211,84;663;18;157;253;268;565;570;800;976;481;488,84;663;157;268;976;18;253;570;565;800;883;228,18;84;157;228;253;268;565;570;663;800;883;976,18;84;157;268;663;976,18;84;157;228;253;268;493;565;570;663;800;883;976,18;84;157;268;493;663;976,268;663;800;976;18;253;11;211;565;570;157;787;624;84,11;18;84;120;157;211;253;268;344;483;491;503;565;570;624;663;671;787;800;976,20,268;663;565;18;800;976;671;157;344;491;483;11;211;120;503;787,268;663;565;18;800;976;671;157;344;491;483;11;211;120;503;787
521,train,sem_0189,move:front_place,para3,order,"at the cafe, You return.",93;842,93,863.0,165.0,214.0,237.0,878.0,146.0,556.0,977.0,,,,93,863,553,729,404.0,165.0,237.0,214.0,110.0,556.0,183.0,878.0,93,863.0,553.0,404.0,729.0,237.0,165.0,183.0,146.0,878.0,110.0,378.0,93;863;165;214;237;878;146;556;977,93;863;553;729;404;165;237;214;110;556;183;878,93;863;553;404;729;237;165;183;146;878;110;378,93;110;146;165;183;214;237;404;553;556;729;863;878,13,93;165;237;863;878,5,24,5,93;863;165;214;237,93;553;863;404;729;165;237;107;110;146;183;214,93;863;553;237;165;729;404;214;183;556;110;878,93;110;165;183;214;237;404;553;729;863,93;165;214;237;863,93;110;165;183;214;237;404;553;729;842;863,93;165;214;237;842;863,93;553,93;146;378;553;729;977,6,93;553;729;146;977;378,93;553;729;146;977;378
522,train,sem_0130,pref:front_place,para3,order,"in the city, I love a song.",337;995,995,833.0,640.0,563.0,180.0,807.0,930.0,387.0,590.0,117.0,326.0,934.0,640,807,995,376,117.0,628.0,326.0,639.0,111.0,270.0,523.0,930.0,995,640.0,807.0,53.0,376.0,117.0,111.0,270.0,523.0,30.0,222.0,387.0,995;833;640;563;180;807;930;387;590;117;326;934,640;807;995;376;117;628;326;639;111;270;523;930,995;640;807;53;376;117;111;270;523;30;222;387,111;117;270;326;376;387;523;640;807;930;995,11,117;640;807;995,4,27,7,995;563;833;180;640;807;930;387;117;326;590;934,995;640;807;30;53;111;117;222;270;376;387;523,640;995;807;376;117;930;833;563;180;628;326;639,117;180;326;376;387;563;640;807;833;930;995,117;640;807;995,117;180;326;337;376;387;563;640;807;833;930;995,117;337;640;807;995,995,995,1,,
523,train,sem_seed_play_front_place,play:front_place,singleton,single-seed,"in the cafe, They play a song.",,124,111.0,139.0,979.0,984.0,892.0,977.0,473.0,801.0,270.0,134.0,198.0,111,270,979,726,124.0,865.0,79.0,532.0,198.0,522.0,721.0,30.0,124,111.0,979.0,270.0,198.0,726.0,985.0,30.0,865.0,741.0,522.0,117.0,124;111;139;979;984;892;977;473;801;270;134;198,111;270;979;726;124;865;79;532;198;522;721;30,124;111;979;270;198;726;985;30;865;741;522;117,30;111;124;198;270;522;726;865;979,9,111;124;198;270;979,5,30,7,124;111;984;139;979;892;977;473;270;801;134;721,124;111;270;979;198;726;30;117;522;741;865;985,111;270;979;124;726;865;532;79;198;892;473;984,111;124;198;270;473;726;865;892;979;984,111;124;270;979,111;124;198;270;473;726;865;892;979;984,111;124;270;979,111,111,1,111,111
524,train,sem_0289,watch:decl,para3,lex,She observe a game.,635;648,719,742.0,558.0,861.0,891.0,991.0,418.0,792.0,458.0,200.0,490.0,330.0,558,742,719,891,458.0,861.0,648.0,464.0,351.0,940.0,635.0,330.0,719,861.0,742.0,648.0,464.0,558.0,891.0,351.0,940.0,458.0,635.0,746.0,719;742;558;861;891;991;418;792;458;200;490;330,558;742;719;891;458;861;648;464;351;940;635;330,719;861;742;648;464;558;891;351;940;458;635;746,330;351;458;464;558;635;648;719;742;861;891;940,12,458;558;719;742;861;891,6,19,4,719;558;742;891;861;418;991;792;458;112;490;390,464;558;648;719;742;861;351;891;940;458;635;14,742;719;558;891;861;458;464;648;940;351;991;390,351;390;458;464;558;648;719;742;861;891;940;991,458;558;719;742;861;891,351;390;458;464;558;635;648;719;742;861;891;940;991,458;558;635;648;719;742;861;891,719;648;940;558;861;464,458;464;558;648;719;861;940,7,719;648;558;458,719;648;558;458
525,train,sem_0045,pref:past_simple,para4,tense,I liked a sandwich.,617;754;774,617,430.0,500.0,698.0,754.0,623.0,944.0,118.0,818.0,108.0,408.0,80.0,430,698,108,408,735.0,617.0,624.0,500.0,798.0,171.0,754.0,100.0,500,617.0,798.0,408.0,108.0,735.0,624.0,754.0,100.0,171.0,746.0,394.0,617;430;500;698;754;623;944;118;818;108;408;80,430;698;108;408;735;617;624;500;798;171;754;100,500;617;798;408;108;735;624;754;100;171;746;394,100;108;171;408;430;500;617;624;698;735;754;798,12,108;408;500;617;754,5,20,4,617;754;623;430;118;818;108;80;624;678;177;38,108;408;500;617;624;735;798;100;171;754;4;14,430;698;735;624;798;108;617;408;500;100;171;754,100;108;171;408;430;500;617;624;735;754;798,108;617;624;754,100;108;171;408;430;500;617;624;735;754;774;798,108;617;624;754;774,617;798;500;108;408;754;177;624,80;99;100;108;177;408;500;617;623;624;696;754;763;798,14,617;798;754;500;623;108;763;100;177;99;696;80,617;798;754;500;623;108;763;100;177;99;696;80
526,train,sem_0036,move:going_to,para4,tense,They are going to go to the station.,287;670;730,730,723.0,670.0,397.0,948.0,804.0,161.0,561.0,292.0,29.0,853.0,42.0,730,670,723,397,381.0,804.0,42.0,480.0,161.0,561.0,829.0,458.0,730,670.0,287.0,723.0,804.0,381.0,42.0,561.0,458.0,397.0,829.0,823.0,730;723;670;397;948;804;161;561;292;29;853;42,730;670;723;397;381;804;42;480;161;561;829;458,730;670;287;723;804;381;42;561;458;397;829;823,42;161;381;397;458;561;670;723;730;804;829,11,42;397;561;670;723;730;804,7,36,8,730;723;670;397;948;561;804;292;29;853;42;769,730;670;287;42;381;723;804;161;397;458;480;561,730;670;723;804;42;381;397;287;458;829;561;480,42;287;381;397;458;480;561;670;723;730;804,42;397;561;670;723;730;804,42;287;381;397;458;480;561;670;723;730;804,42;287;397;561;670;723;730;804,730;287;670;397;140;549,29;140;287;292;322;397;549;583;670;730;998,11,730;397;670;549;140;287;998;292;322;583;29,730;397;670;549;140;287;998;292;322;583;29
527,train,sem_single_0899,move:conditional_if,singleton,single,"If it is warm, He come to school.",,649,786.0,119.0,571.0,299.0,680.0,990.0,573.0,625.0,951.0,319.0,142.0,571,119,786,357,680.0,3.0,625.0,990.0,142.0,175.0,319.0,299.0,571,786.0,119.0,357.0,990.0,680.0,3.0,625.0,299.0,319.0,175.0,649.0,649;786;119;571;299;680;990;573;625;951;319;142,571;119;786;357;680;3;625;990;142;175;319;299,571;786;119;357;990;680;3;625;299;319;175;649,3;119;142;175;299;319;357;571;625;649;680;786;990,13,119;299;319;571;625;680;786;990,8,33,8,649;786;119;571;299;680;990;625;951;573;319;175,571;119;786;357;3;625;680;990;142;175;206;299,571;786;119;625;3;680;990;357;649;142;175;319,3;119;142;175;299;319;357;571;625;649;680;786;990,119;175;571;625;680;786;990,3;119;142;175;299;319;357;571;625;649;680;786;990,119;175;571;625;680;786;990,,,0,,
528,train,sem_0156,drink:decl,para3,base,They sip water.,104;144,405,144.0,79.0,955.0,972.0,607.0,924.0,194.0,,,,,144,405,79,924,955.0,607.0,972.0,194.0,759.0,21.0,812.0,957.0,144,405.0,972.0,607.0,955.0,194.0,,,,,,,405;144;79;955;972;607;924;194,144;405;79;924;955;607;972;194;759;21;812;957,144;405;972;607;955;194,79;144;194;405;607;924;955;972,8,144;194;405;607;955;972,6,15,3,405;144;79;955;607;972;924;194,144;405;607;955;972;194,144;405;79;972;955;607;924;194;0;409;546;551,79;144;194;405;607;924;955;972,144;194;405;607;955;972,79;104;144;194;405;607;924;955;972,104;144;194;405;607;955;972,144;607;405,144;149;306;405;607;955;972,7,607;405;972;955;306;149,607;405;972;955;306;149
529,train,sem_0048,eat:decl,para4,base,They have pizza.,92;677;804,869,218.0,705.0,102.0,463.0,92.0,252.0,75.0,804.0,658.0,420.0,678.0,92,804,218,463,705.0,102.0,869.0,120.0,252.0,75.0,658.0,436.0,420,50.0,987.0,804.0,411.0,577.0,705.0,37.0,463.0,436.0,218.0,102.0,869;218;705;102;463;92;252;75;804;658;420;678,92;804;218;463;705;102;869;120;252;75;658;436,420;50;987;804;411;577;705;37;463;436;218;102,75;92;102;218;252;420;436;463;658;705;804;869,12,102;218;463;705;804,5,16,3,218;869;705;102;463;92;252;804;75;658;420;678,37;50;92;102;218;411;420;436;463;577;705;804,463;705;869;102;218;92;804;75;120;252;411;50,50;75;92;102;218;252;411;420;463;705;804;869,92;102;218;463;705;804,50;75;92;102;218;252;411;420;463;677;705;804;869,92;102;218;463;677;705;804,705;436;804;37;411;869;463;987;349;50,37;50;349;411;436;463;577;671;705;707;804;869;987,13,436;705;411;37;577;349;50;987;869;463;804;707;671,436;705;411;37;577;349;50;987;869;463;804;707;671
530,train,sem_0011,pref:front_place,para4,order,"at school, She love a song.",180;699;827,180,833.0,563.0,995.0,930.0,315.0,579.0,827.0,144.0,457.0,590.0,,180,223,995,930,833.0,563.0,590.0,579.0,457.0,522.0,237.0,144.0,180,771.0,563.0,989.0,995.0,930.0,833.0,827.0,590.0,57.0,20.0,457.0,180;833;563;995;930;315;579;827;144;457;590,180;223;995;930;833;563;590;579;457;522;237;144,180;771;563;989;995;930;833;827;590;57;20;457,144;180;457;563;579;590;827;833;930;995,10,180;457;563;590;833;930;995,7,27,6,180;563;833;995;930;315;827;579;144;457,180;563;771;827;833;930;989;995;20;57;590;223,180;995;930;833;563;223;590;237;457;579;110;144,144;180;223;457;563;579;590;827;833;930;995,180;563;833;930;995,144;180;223;457;563;579;590;699;827;833;930;995,180;563;699;827;833;930;995,180,180,1,,
531,train,sem_0207,watch:going_to,para3,tense,You are going to see a movie.,151;484,905,151.0,46.0,723.0,656.0,806.0,434.0,444.0,745.0,947.0,161.0,505.0,806,46,151,723,947.0,656.0,905.0,434.0,492.0,55.0,829.0,758.0,151,46.0,806.0,947.0,656.0,905.0,723.0,427.0,829.0,758.0,561.0,745.0,905;151;46;723;656;806;434;444;745;947;161;505,806;46;151;723;947;656;905;434;492;55;829;758,151;46;806;947;656;905;723;427;829;758;561;745,46;151;434;656;723;745;758;806;829;905;947,11,46;151;656;723;806;905;947,7,29,7,905;151;46;723;656;806;434;947;745;444;505;72,151;46;806;656;723;905;947;55;161;427;434;458,151;723;905;947;656;46;806;434;492;480;458;55,46;55;151;434;458;656;723;806;905;947,46;151;434;656;723;806;905;947,46;55;151;434;458;484;656;723;806;905;947,46;151;434;484;656;723;806;905;947,151;419;353,151;353;419;745,4,151;745,151;745
532,train,sem_seed_eat_front_place,eat:front_place,singleton,single-seed,"in the cafe, She have lunch.",,836,184.0,879.0,721.0,493.0,848.0,805.0,,,,,,721,451,836,79,805.0,865.0,979.0,523.0,111.0,962.0,591.0,326.0,836,721.0,591.0,451.0,805.0,962.0,79.0,326.0,92.0,979.0,777.0,523.0,836;184;879;721;493;848;805,721;451;836;79;805;865;979;523;111;962;591;326,836;721;591;451;805;962;79;326;92;979;777;523,79;326;451;523;591;721;805;836;962;979,10,721;805;836,3,28,6,836;184;879;721;493;805;345;848;451;79;523,836;721;451;591;79;92;326;805;962;111;329;376,836;721;451;79;805;591;962;979;865;523;111;493,79;111;451;493;523;591;721;805;836;962,79;451;721;805;836,79;111;451;493;523;591;721;805;836;962,79;451;721;805;836,836,805;836,2,805,805
533,train,sem_0131,eat:decl,para3,lex,We have dinner.,483;847,791,917.0,420.0,302.0,975.0,283.0,326.0,314.0,978.0,253.0,65.0,122.0,917,791,420,302,283.0,326.0,314.0,268.0,122.0,683.0,986.0,879.0,420,917.0,314.0,268.0,122.0,879.0,791.0,705.0,683.0,986.0,296.0,118.0,791;917;420;302;975;283;326;314;978;253;65;122,917;791;420;302;283;326;314;268;122;683;986;879,420;917;314;268;122;879;791;705;683;986;296;118,122;268;283;302;314;326;420;683;791;879;917;986,12,122;314;420;791;917,5,15,3,791;917;420;302;283;975;326;314;978;122;268;570,122;268;314;420;683;705;791;879;917;118;269;296,917;420;791;122;683;314;268;302;283;986;879;705,122;268;283;302;314;420;683;705;791;879;917,122;268;314;420;791;917,122;268;283;302;314;420;483;683;705;791;847;879;917,122;268;314;420;483;791;847;917,122;420;917;314;268;570;879;683,65;122;268;314;420;570;683;791;879;917;978,11,122;917;420;314;791;570;683;65;879;978;268,122;917;420;314;791;570;683;65;879;978;268
534,train,sem_0113,watch:decl,para3,lex,He watch a show.,150;418,734,159.0,644.0,925.0,852.0,233.0,251.0,681.0,419.0,484.0,633.0,896.0,734,159,882,418,426.0,795.0,150.0,119.0,633.0,644.0,251.0,925.0,159,882.0,418.0,426.0,734.0,150.0,563.0,390.0,838.0,197.0,541.0,462.0,734;159;644;925;852;233;251;681;419;484;633;896,734;159;882;418;426;795;150;119;633;644;251;925,159;882;418;426;734;150;563;390;838;197;541;462,150;159;251;418;426;633;644;734;882;925,10,159;734,2,16,4,734;159;644;925;852;251;681;419;633;484;233;88,159;418;882;426;734;150;16;38;52;74;119;167,734;159;418;882;426;644;925;419;681;633;484;251,159;251;418;419;426;484;633;644;681;734;882;925,159;734,150;159;251;418;419;426;484;633;644;681;734;882;925,150;159;418;734,882;418;159;732,159;418;475;732;734;882,6,882;418;734;475;732,882;418;734;475;732
535,train,sem_seed_move_emph_do,move:emph_do,singleton,single-seed,We do jog to the park.,,855,352.0,300.0,286.0,840.0,23.0,948.0,669.0,115.0,182.0,673.0,615.0,855,23,669,352,948.0,853.0,286.0,673.0,300.0,840.0,429.0,665.0,855,300.0,669.0,803.0,286.0,82.0,352.0,853.0,840.0,23.0,673.0,549.0,855;352;300;286;840;23;948;669;115;182;673;615,855;23;669;352;948;853;286;673;300;840;429;665,855;300;669;803;286;82;352;853;840;23;673;549,23;286;300;352;669;673;840;853;855;948,10,23;286;300;352;669;673;840;855,8,22,6,855;352;300;23;840;286;948;669,855;23;82;286;300;352;549;669;673;803;840;853,855;352;669;286;23;948;853;300;673;840;162;665,23;286;300;352;669;673;840;853;855;948,23;286;300;352;669;840;855,23;286;300;352;669;673;840;853;855;948,23;286;300;352;669;840;855,,,0,,
536,train,sem_single_0960,watch:modal_can,singleton,single,I can observe a movie.,,490,991.0,861.0,713.0,982.0,931.0,54.0,112.0,747.0,719.0,524.0,558.0,490,54,982,747,991.0,713.0,861.0,931.0,112.0,722.0,444.0,171.0,490,54.0,982.0,747.0,713.0,861.0,991.0,651.0,896.0,722.0,112.0,811.0,490;991;861;713;982;931;54;112;747;719;524;558,490;54;982;747;991;713;861;931;112;722;444;171,490;54;982;747;713;861;991;651;896;722;112;811,54;112;490;713;722;747;861;931;982;991,10,54;112;490;713;747;861;982;991,8,22,5,490;991;861;713;931;982;112;54;719;524;418;792,490;54;747;982;651;713;861;991;112;171;444;722,490;54;982;747;991;713;861;931;112;444;722;651,54;112;444;490;651;713;722;747;861;931;982;991,54;112;490;713;861;982;991,54;112;444;490;651;713;722;747;861;931;982;991,54;112;490;713;861;982;991,490;982;713;54;931;935;852;861;991;811;792,54;419;490;713;792;811;852;861;931;935;982;991,12,490;982;931;713;54;935;991;419;861;792;811;852,490;982;931;713;54;935;991;419;861;792;811;852
537,train,sem_single_0959,learn:negative_simple,singleton,single,You do not practice a song.,,543,333.0,702.0,752.0,321.0,502.0,28.0,198.0,244.0,187.0,653.0,156.0,198,244,543,156,653.0,216.0,714.0,28.0,752.0,158.0,81.0,447.0,244,198.0,473.0,543.0,900.0,752.0,216.0,156.0,485.0,653.0,28.0,714.0,543;333;702;752;321;502;28;198;244;187;653;156,198;244;543;156;653;216;714;28;752;158;81;447,244;198;473;543;900;752;216;156;485;653;28;714,28;156;198;216;244;543;653;714;752,9,28;156;198;244;543;653;752,7,27,6,543;333;702;752;321;502;28;198;187;244,198;244;473;543;752;900;28;156;216;485;653;81,198;543;244;156;653;216;28;752;714;158;81;447,28;81;156;198;216;244;543;653;752,28;198;244;543;752,28;81;156;198;216;244;543;653;752,28;198;244;543;752,,,0,,
538,train,sem_0008,drink:front_time,para4,order,"Yesterday, He sip coffee.",192;555;770,555,929.0,25.0,655.0,815.0,192.0,345.0,247.0,36.0,,,,555,192,929,655,25.0,815.0,36.0,345.0,562.0,405.0,954.0,247.0,555,192.0,954.0,25.0,562.0,815.0,655.0,929.0,405.0,437.0,345.0,,555;929;25;655;815;192;345;247;36,555;192;929;655;25;815;36;345;562;405;954;247,555;192;954;25;562;815;655;929;405;437;345,25;36;192;247;345;405;555;562;655;815;929;954,12,25;192;345;555;655;815;929,7,25,4,555;929;25;815;655;345;247;192;36,555;192;25;405;562;655;815;929;954;345;437,555;192;25;655;929;815;562;954;405;345;36;437,25;36;192;345;405;437;555;562;655;815;929;954,25;192;345;555;655;815;929,25;36;192;345;405;437;555;562;655;770;815;929;954,25;192;345;555;655;770;815;929,555,555,1,555,555
539,train,sem_0158,pref:decl,para3,base,You love a novel.,8;540,540,438.0,377.0,594.0,992.0,261.0,636.0,241.0,167.0,226.0,,,540,377,438,992,594.0,814.0,372.0,923.0,983.0,639.0,833.0,930.0,540,438.0,814.0,992.0,594.0,377.0,372.0,923.0,983.0,541.0,587.0,558.0,540;438;377;594;992;261;636;241;167;226,540;377;438;992;594;814;372;923;983;639;833;930,540;438;814;992;594;377;372;923;983;541;587;558,372;377;438;540;594;814;923;983;992,9,377;438;540;594;992,5,17,4,540;438;377;594;636;992;167;241;226;949,540;377;438;594;814;992;372;923;983;8;69;80,540;377;438;594;992;814;923;372;983;639;563;833,372;377;438;540;594;814;923;983;992,377;438;540;594;992,8;372;377;438;540;594;814;923;983;992,8;377;438;540;594;992,540;992;372,27;161;372;540;594;598;814;983;992,9,540;372;992;983;161;814;598;27;594,540;372;992;983;161;814;598;27;594
540,train,sem_0158,pref:future_will,para3,tense,You will love a novel.,8;539,539,414.0,519.0,626.0,353.0,361.0,27.0,,,,,,539,414,626,519,361.0,27.0,438.0,377.0,353.0,250.0,594.0,992.0,539,377.0,814.0,438.0,992.0,594.0,361.0,353.0,414.0,250.0,519.0,372.0,539;414;519;626;353;361;27,539;414;626;519;361;27;438;377;353;250;594;992,539;377;814;438;992;594;361;353;414;250;519;372,27;250;353;361;377;414;438;519;539;594;626;992,12,353;361;414;519;539,5,22,5,539;414;519;353;361;27;626,539;377;438;594;814;992;27;250;353;361;372;414,539;414;27;519;361;626;438;377;594;814;992;353,27;353;361;377;414;438;519;539;594;626;814;992,27;353;361;414;539,8;27;353;361;377;414;438;519;539;594;626;814;992,8;27;353;361;414;539,539;161;372,27;161;372;539;992,5,539;372;161;27;992,539;372;161;27;992
541,train,sem_0014,pref:decl,para4,base,He enjoy a novel.,27;457;867,336,372.0,27.0,457.0,603.0,316.0,798.0,632.0,600.0,501.0,116.0,737.0,27,457,336,372,316.0,374.0,231.0,167.0,545.0,854.0,499.0,965.0,27,457.0,167.0,231.0,336.0,374.0,499.0,372.0,854.0,316.0,965.0,334.0,336;372;27;457;603;316;798;632;600;501;116;737,27;457;336;372;316;374;231;167;545;854;499;965,27;457;167;231;336;374;499;372;854;316;965;334,27;167;231;316;336;372;374;457;499;854;965,11,27;316;336;372;457,5,17,4,336;27;457;372;603;316;798;600;501;737;116;632,27;457;167;231;336;374;372;499;854;316;965;16,27;457;336;372;316;231;374;167;545;499;854;603,27;167;231;316;336;372;374;457;499;603;854,27;316;336;372;457,27;167;231;316;336;372;374;457;499;603;854;867,27;316;336;372;457;867,336;457;27;167;374;231,27;167;231;336;372;374;457,7,336;27;231;167;374;457;372,336;27;231;167;374;457;372
542,train,sem_0143,learn:decl,para3,base,She study music.,315;771,825,315.0,445.0,168.0,838.0,231.0,688.0,,,,,,315,825,688,364,699.0,560.0,260.0,518.0,271.0,479.0,231.0,814.0,315,688.0,699.0,825.0,364.0,260.0,560.0,,,,,,825;315;445;168;838;231;688,315;825;688;364;699;560;260;518;271;479;231;814,315;688;699;825;364;260;560,231;260;315;364;560;688;699;825,8,315;688;825,3,16,3,825;315;838;231;168;445;688,315;364;688;699;825;260;560,315;825;699;688;364;260;560;231;838;814;271;402,231;260;315;364;560;688;699;825;838,315;688;825,231;260;315;364;560;688;699;771;825;838,315;688;771;825,315;688;825;699,315;395;688;699;825,5,315;825;688;395;699,315;825;688;395;699
543,train,sem_0029,learn:decl,singleton,base,They practice a song.,,537,333.0,502.0,702.0,321.0,752.0,28.0,187.0,347.0,24.0,124.0,,537,826,124,930,479.0,245.0,590.0,895.0,752.0,702.0,333.0,502.0,826,124.0,479.0,930.0,590.0,895.0,245.0,537.0,198.0,523.0,185.0,706.0,537;333;502;702;321;752;28;187;347;24;124,537;826;124;930;479;245;590;895;752;702;333;502,826;124;479;930;590;895;245;537;198;523;185;706,124;245;333;479;502;537;590;702;752;826;895;930,12,124;537,2,21,4,537;502;333;702;321;752;28;187;24,124;479;826;930;245;590;895;198;537;523;33;43,537;826;124;930;479;702;502;752;333;321;590;895,124;321;333;479;502;537;590;702;752;826;895;930,537,124;321;333;479;502;537;590;702;752;826;895;930,537,,124;479;997,3,479;997;124,479;997;124
544,train,sem_0001,move:decl,para4,lex,You walk to the library.,110;214;237,828,840.0,82.0,813.0,224.0,466.0,936.0,715.0,591.0,12.0,300.0,183.0,828,840,813,182,357.0,300.0,936.0,591.0,715.0,753.0,71.0,914.0,828,840.0,813.0,182.0,224.0,300.0,936.0,209.0,753.0,853.0,715.0,304.0,828;840;82;813;224;466;936;715;591;12;300;183,828;840;813;182;357;300;936;591;715;753;71;914,828;840;813;182;224;300;936;209;753;853;715;304,182;224;300;591;715;753;813;828;840;936,10,300;715;813;828;840;936,6,24,5,828;840;82;813;466;936;715;224;591;300;12;183,828;840;182;813;71;82;209;224;300;304;583;591,828;840;813;182;753;300;715;591;936;71;304;224,71;82;182;224;300;304;591;715;813;828;840;936,224;300;591;813;828;840,71;82;110;182;214;224;237;300;304;591;715;813;828;840;936,110;214;224;237;300;591;813;828;840,,12;82,2,82;12,82;12
545,train,sem_0152,pref:front_place,para3,order,"at home, He enjoy music.",316;563,316,600.0,24.0,880.0,,,,,,,,,24,316,880,457,600.0,165.0,874.0,554.0,212.0,227.0,129.0,541.0,24,316.0,457.0,880.0,634.0,789.0,600.0,187.0,,,,,316;600;24;880,24;316;880;457;600;165;874;554;212;227;129;541,24;316;457;880;634;789;600;187,24;316;457;600;880,5,24;316;600;880,4,24,5,316;600;24;880,24;316;457;880;187;600;634;789,24;316;880;600;457;212;554;165;874;541;227;195,24;316;457;600;880,24;316;600;880,24;316;457;563;600;880,24;316;563;600;880,24;316,24;316,2,24;316,24;316
546,train,sem_0202,drink:decl,para3,lex,She drink water.,727;767,21,323.0,793.0,641.0,990.0,913.0,456.0,766.0,,,,,21,323,793,990,957.0,913.0,641.0,456.0,105.0,551.0,409.0,812.0,957,21.0,913.0,641.0,323.0,456.0,105.0,793.0,,,,,21;323;793;641;990;913;456;766,21;323;793;990;957;913;641;456;105;551;409;812,957;21;913;641;323;456;105;793,21;105;323;456;641;793;913;957;990,9,21;323;456;641;793;913,6,16,3,21;323;793;641;990;913;456;766;16,21;641;913;957;105;323;456;793,21;323;793;957;641;913;990;456;105;405;409;528,21;105;323;456;641;793;913;957;990,21;323;456;641;793;913,21;105;323;456;641;727;767;793;913;957;990,21;323;456;641;727;767;793;913,957;913;641;767;405,21;405;641;767;913;957,6,957;405;21;913,957;405;21;913
